Date,Close,Volume,tic,OPM,NPM,ROA,EPS,BPS,cur_ratio,quick_ratio,cash_ratio,inv_turnover,acc_rec_turnover,acc_pay_turnover,debt_ratio
2000-03-31,64.7813880443573,28573316800,AAPL,0.0704601871300362,0.0949016612564445,0.0709290709290709,2.57,24.98770592574379,2.6508364813815435,2.454937938478144,1.947652455477604,376.1,5.571276595744681,3.385238523852385,0.3984586841729698
2000-06-30,59.976702094078064,26575360000,AAPL,0.0773470839260312,0.093705547652916,0.0760242354298903,1.9,12.394328040243083,2.7533368926855317,2.5589962626801923,2.0427122263748,804.8,5.815925542916236,3.869230769230769,0.3975764570109636
2000-09-30,60.186940252780914,25899787200,AAPL,0.0876819892033371,0.1007688532635367,0.0905482875202116,2.42,12.008567760078884,2.8075530263838595,2.5763062596999484,2.083290222452147,131.75757575757575,6.414480587618049,3.7579948141745896,0.3962957518741731
2000-12-31,20.758370012044907,39253132800,AAPL,0.0748226950354609,0.1069148936170212,0.1007350484463748,-0.58,10.741166556137005,3.00916310323763,2.752596212583995,2.483200977397679,191.28571428571428,12.789115646258503,6.306122448979592,0.379886401603742
2001-03-31,21.726254105567932,31532289600,AAPL,-0.0357294768183751,0.0372182050191407,0.0285481239804241,-0.44,10.786602451080824,2.977715877437326,2.6635097493036213,2.308635097493036,364.6,7.381475667189953,3.793964620187305,0.3902120717781402
2001-06-30,25.432147949934006,26265691200,AAPL,-0.0798514391829155,0.0041782729805013,0.0029649151704826,-0.26,11.007949234465324,3.251548946716233,2.9838909541511773,2.613382899628253,179.6315789473684,7.2040133779264215,4.029515938606847,0.3645198484598912
2001-09-30,20.153752118349075,19315984800,AAPL,-0.0986455405060056,-0.0232558139534883,-0.0151137684769971,-0.07,11.17057351776178,3.388010540184453,3.1633728590250327,2.856389986824769,276.6363636363636,8.396995708154506,3.799001248439451,0.3489453579139678
2001-12-31,22.231072068214417,17543831200,AAPL,0.0199724517906336,0.0390266299357208,0.0277687030382228,0.11,11.252372616389424,3.338822039265358,3.081063964534516,2.765674477517416,131.3913043478261,8.74698795180723,3.640963855421687,0.3521724926494609
2002-03-31,25.216611951589584,21671384000,AAPL,0.0267441860465116,0.0383720930232558,0.0263409961685823,0.22,11.336261067257862,3.1679344645991807,2.898186073727326,2.521357519016969,112.42307692307692,6.6770186335403725,2.961499493414387,0.3591954022988505
2002-06-30,26.107144117355347,21107010400,AAPL,0.0233796296296296,0.0333333333333333,0.0228825679326235,0.31,11.33048167086985,3.168218859138533,2.8707799767171127,2.506402793946449,87.20588235294117,6.900958466453674,3.2798672566371683,0.3538852693468933
2002-09-30,17.568755984306335,18561939200,AAPL,0.0141893463596185,0.025587345894394,0.0174658621784693,0.18,11.407988098919375,3.249698431845597,2.9565741857659837,2.615802171290712,66.4888888888889,7.608849557522124,3.2843029637760703,0.3497935852651635
2002-12-31,17.23499697446823,15673593600,AAPL,0.0059537439890084,0.0061827341424318,0.0043069070027117,-0.02,11.425177026400595,3.375548589341693,3.1680250783699058,2.7974921630094043,70.36363636363636,7.38917089678511,3.789473684210526,0.3434359546977189
2003-03-31,15.879106730222702,14188540800,AAPL,-0.003683241252302,-0.0048342541436464,-0.0033013677094796,0.02,11.322819351926574,2.72446437468859,2.5645241654210262,2.255107125062282,74.97560975609755,6.995169082125604,3.337676438653637,0.3493161452601792
2003-06-30,18.672857001423836,24700222400,AAPL,-0.0068337129840546,-0.008883826879271,-0.0060549604098742,0.07,11.43891027894265,2.7387654320987656,2.577283950617284,2.2444444444444445,81.36842105263158,6.513353115727003,3.513636363636364,0.3482378512653314
2003-09-30,23.998212963342667,14873320000,AAPL,-0.0013357079252003,0.0055654496883348,0.0036683785766691,0.19,11.515377924177931,2.4976665252439543,2.340263046245227,1.9372083156554945,56.35714285714285,4.728421052631579,2.734835355285962,0.3803374908290535
2003-12-31,24.901251941919327,17468169600,AAPL,0.0082365364308342,0.0162618796198521,0.0110457610098981,0.17,11.74202261085093,2.5310663308144417,2.341729638958858,2.0113350125944582,37.651685393258425,6.016518424396442,3.088479262672811,0.3788552574953378
2004-03-31,26.640713065862656,24475948000,AAPL,0.0216483099126471,0.0239270793771363,0.0187082405345211,0.3,12.042214802000776,2.9212121212121214,2.703030303030303,2.32020202020202,59.68253968253968,6.947229551451187,3.7941473259334,0.3333333333333333
2004-06-30,31.74249893426895,22461684000,AAPL,0.0296625222024866,0.0271758436944937,0.0211823342101619,0.46,12.49247128704646,2.916937354988399,2.699767981438515,2.3044083526682133,55.69444444444444,6.607981220657277,3.779453345900094,0.3337948220960819
2004-09-30,37.96321713924408,25381451200,AAPL,0.0364311013661663,0.0286726260752234,0.0211180124223602,0.74,12.967372088983351,2.6324626865671643,2.430597014925373,2.038805970149254,41.52475247524752,5.6466666666666665,2.890420399724328,0.3694409937888199
2004-12-31,63.52482211589813,49482585600,AAPL,0.0438386736808544,0.0339550454328072,0.0227515488143559,0.75,14.312234117498749,2.581265508684864,2.371277915632754,2.0,28.416666666666668,5.240601503759399,2.5521013241220496,0.3815424054689169
2005-03-31,86.131786942482,61833111200,AAPL,0.0784313725490196,0.0588235294117647,0.0456928098110968,0.73,7.758125318142667,2.6870525059665877,2.475835322195704,2.1053102625298328,33.79878048780488,6.323671497584541,3.12633953750705,0.3684106418751854
2005-06-30,86.57535481452942,43561008400,AAPL,0.102719365848288,0.0756358031487394,0.0655034324942791,1.12,8.23811174411007,3.0022414345180914,2.7624079410822926,2.409862311879603,32.97409326424871,8.24977293369664,4.159477124183007,0.3496376811594203
2005-09-30,104.50106871128082,31842823600,AAPL,0.1195747586072369,0.0877791865795376,0.0779153320058869,1.64,8.941113914773197,2.9563719862227327,2.7477037887485647,2.3711251435132032,43.13939393939394,7.814786585365853,4.001124227093873,0.353649034715609
2005-12-31,142.87607443332672,45164039200,AAPL,0.1187625706349966,0.0989368834402835,0.0728439461250969,0.68,9.909923759810884,2.4035573122529645,2.197628458498024,1.7207509881422924,29.74180327868853,4.326978864484045,2.5058701657458564,0.4090684718990198
2006-03-31,155.35249543190002,63831700800,AAPL,0.1230400865065266,0.1013362168842202,0.0943138523470634,1.17,10.223884463746543,2.5327648114901256,2.2912926391382404,1.8460502692998204,44.87745098039216,6.52570564516129,4.342979127134725,0.375889583782618
2006-06-30,144.0674991607666,53664685200,AAPL,0.1230233570288698,0.1017699115044247,0.0928278417361386,1.72,10.938020230061852,2.486760899860641,2.2436790762492533,1.826796735018913,45.713615023474176,6.583572110792741,3.8746518105849583,0.3826915442635966
2006-09-30,148.97392988204956,53088946400,AAPL,0.1274347285536676,0.0999447437491366,0.0841034582970066,2.36,11.67360215512655,2.2421573172616287,2.0020089630659865,1.5623551228558183,37.52962962962963,5.088927943760984,2.989085545722714,0.4197035745422842
2006-12-31,186.3728539943695,45113633600,AAPL,0.1255344242960342,0.1049683031107179,0.0731719849956323,1.17,13.052474948269047,2.27122802235246,2.0419790104947526,1.6176911544227883,30.887788778877887,4.357854159974301,2.409009009009009,0.4230512306664611
2007-03-31,192.84750247001648,56850780000,AAPL,0.1529224359759833,0.123636809214557,0.1078509967398856,2.06,14.179599002189216,2.922333637192343,2.59690063810392,2.2929808568824064,53.69230769230769,9.79124175164967,4.647523928422805,0.344717011383678
2007-06-30,243.6935679912567,54104349600,AAPL,0.1693773234200743,0.1345260223048327,0.1069894211669053,3.01,15.42175106596929,2.6809210526315788,2.383867276887872,1.9689645308924488,45.9203187250996,5.934505342985178,3.1491803278688524,0.3807917956298794
2007-09-30,305.14428329467773,69310595200,AAPL,0.1882624093540952,0.1457080218112316,0.1022606225588827,4.04,16.65885233667573,2.361114098290139,2.087858909560168,1.6545865146789978,33.23988439306358,4.41523951352693,2.3140845070422533,0.4266777133388567
2007-12-31,408.1985731124878,66730260800,AAPL,0.1827600497306258,0.1475341898052217,0.0829588202004061,1.81,19.12525081689769,2.485904129093498,2.1708590412909348,1.7511153298528714,23.342047930283226,3.8197648123021257,1.9966455460305628,0.4405938946036818
